task_id,subset,num_matrices,num_dividers,has_type1,has_type2,has_type3,has_any
5b37cb25,Training,6,0,False,False,False,False
5b526a93,Training,6,0,False,False,False,False
5b692c0f,Training,6,0,False,False,False,False
5b6cbef5,Training,12,20,True,False,True,True
5bd6f4ac,Training,10,4,False,True,True,True
5c0a986e,Training,8,1,False,False,True,True
5c2c9af4,Training,8,7,True,False,True,True
5d2a5c43,Training,14,47,True,False,True,True
5d588b4d,Training,12,34,True,False,True,True
5daaa586,Training,8,13,True,False,True,True
5e6bbc0b,Training,10,14,True,False,True,True
5ecac7f7,Training,12,38,True,False,False,True
5ffb2104,Training,8,4,False,True,True,True
60a26a3e,Training,8,0,False,False,False,False
60b61512,Training,6,0,False,False,False,False
60c09cac,Training,6,0,False,False,False,False
60d73be6,Training,8,39,True,False,True,True
6150a2bd,Training,6,0,False,False,False,False
6165ea8f,Training,10,5,False,True,False,True
623ea044,Training,8,4,False,False,True,True
626c0bcc,Training,8,7,False,False,True,True
62ab2642,Training,8,12,True,False,True,True
62b74c02,Training,8,12,True,False,False,True
62c24649,Training,8,15,True,False,True,True
6350f1f4,Training,10,20,False,False,True,True
63613498,Training,8,16,False,False,True,True
639f5a19,Training,6,0,False,False,False,False
642248e4,Training,8,16,True,False,False,True
642d658d,Training,8,16,True,False,True,True
6430c8c4,Training,10,18,True,False,True,True
6455b5f5,Training,10,26,True,False,True,True
64a7c07e,Training,8,0,False,False,False,False
652646ff,Training,10,24,True,False,True,True
662c240a,Training,10,17,True,False,False,True
668eec9a,Training,8,41,True,False,False,True
66ac4c3b,Training,6,81,True,False,False,True
66e6c45b,Training,6,12,False,True,False,True
66f2d22f,Training,10,18,True,False,True,True
67385a82,Training,10,6,False,False,True,True
673ef223,Training,8,0,False,False,False,False
67636eac,Training,8,23,True,False,True,True
6773b310,Training,10,28,True,False,True,True
67a3c6ac,Training,8,2,True,False,False,True
67a423a3,Training,8,5,True,False,True,True
67c52801,Training,10,10,True,False,False,True
67e8384a,Training,10,9,True,False,False,True
681b3aeb,Training,8,9,True,False,True,True
6855a6e4,Training,8,0,False,False,False,False
689c358e,Training,6,24,True,False,True,True
68b16354,Training,8,0,False,False,False,False
68b67ca3,Training,8,13,False,True,False,True
68bc2e87,Training,10,50,True,True,False,True
692cd3b6,Training,8,0,False,False,False,False
694f12f3,Training,6,0,False,False,False,False
695367ec,Training,8,58,True,False,True,True
696d4842,Training,8,0,False,False,False,False
69889d6e,Training,10,5,False,False,True,True
6a11f6da,Training,12,29,True,False,True,True
6a1e5592,Training,6,9,True,False,True,True
6a980be1,Training,8,28,True,False,True,True
6aa20dc0,Training,8,172,True,False,False,True
6ad5bdfd,Training,8,8,True,False,False,True
6b9890af,Training,8,20,True,False,True,True
6bcdb01e,Training,6,3,True,False,False,True
6c434453,Training,6,6,False,False,True,True
6ca952ad,Training,8,92,True,False,False,True
6cbe9eb8,Training,8,25,True,False,True,True
6cdd2623,Training,8,14,True,True,True,True
6cf79266,Training,8,8,False,False,True,True
6d0160f0,Training,10,50,True,False,True,True
6d0aefbc,Training,10,8,True,False,False,True
6d1d5c90,Training,8,0,False,False,False,False
6d58a25d,Training,8,0,False,False,False,False
6d75e8bb,Training,8,0,False,False,False,False
6df30ad6,Training,12,7,False,True,False,True
6e02f1e3,Training,12,25,True,False,True,True
6e19193c,Training,6,0,False,False,False,False
6e82a1ae,Training,8,0,False,False,False,False
6ea4a07e,Training,16,18,True,False,True,True
6ecd11f4,Training,8,1,False,False,True,True
6f473927,Training,10,17,True,False,True,True
6f8cd79b,Training,10,20,True,False,False,True
6fa7a44f,Training,10,7,True,False,False,True
6ffe8f07,Training,12,7,False,False,True,True
7039b2d7,Training,8,53,True,False,False,True
705a3229,Training,10,12,False,False,True,True
712bf12e,Training,8,17,False,False,True,True
72207abc,Training,8,8,False,True,False,True
72322fa7,Training,8,5,False,True,False,True
72a961c9,Training,10,10,False,True,True,True
72ca375d,Training,8,15,True,False,True,True
73182012,Training,8,7,False,False,True,True
73c3b0d8,Training,10,14,True,False,True,True
73ccf9c2,Training,8,7,True,False,True,True
7447852a,Training,8,13,False,False,True,True
7468f01a,Training,8,15,True,False,False,True
746b3537,Training,12,58,True,True,False,True
74dd1130,Training,10,8,True,False,False,True
753ea09b,Training,8,18,True,False,True,True
758abdf0,Training,6,27,True,False,True,True
759f3fd3,Training,6,18,True,False,True,True
75b8110e,Training,12,17,True,False,True,True
760b3cac,Training,8,4,False,False,True,True
762cd429,Training,8,9,True,False,True,True
770cc55f,Training,10,12,True,False,False,True
776ffc46,Training,10,12,False,False,True,True
77fdfe62,Training,8,29,True,False,True,True
780d0b14,Training,8,16,False,False,True,True
782b5218,Training,8,28,True,False,True,True
7837ac64,Training,10,42,True,True,True,True
78e78cff,Training,6,48,True,False,False,True
79369cc6,Training,8,25,False,False,True,True
794b24be,Training,24,11,True,False,True,True
7953d61e,Training,12,0,False,False,False,False
79cce52d,Training,8,0,False,False,False,False
7acdf6d3,Training,6,94,True,False,False,True
7b6016b9,Training,8,16,True,False,True,True
7b7f7511,Training,8,5,True,False,False,True
7bb29440,Training,12,33,True,False,False,True
7c008303,Training,8,26,True,True,True,True
7c8af763,Training,8,4,True,False,True,True
7c9b52a0,Training,8,58,True,False,True,True
7d18a6fb,Training,8,20,False,False,True,True
7d1f7ee8,Training,8,0,False,False,False,False
7d419a02,Training,8,0,False,False,False,False
7d7772cc,Training,6,45,True,False,True,True
7ddcd7ec,Training,8,3,False,False,True,True
7df24a62,Training,10,0,False,False,False,False
7e02026e,Training,8,12,False,False,True,True
7e0986d6,Training,6,1,False,False,True,True
7e2bad24,Training,10,5,False,False,True,True
7e4d4f7c,Training,10,52,True,True,True,True
7e576d6e,Training,8,110,True,False,False,True
7ec998c9,Training,8,46,True,False,False,True
7ee1c6ea,Training,8,16,False,False,True,True
7f4411dc,Training,8,0,False,False,False,False
7fe24cdd,Training,8,3,True,False,True,True
80214e03,Training,8,0,False,False,False,False
80af3007,Training,8,8,True,False,True,True
810b9b61,Training,8,4,False,False,True,True
817e6c09,Training,12,0,False,False,False,False
81c0276b,Training,8,32,True,False,True,True
825aa9e9,Training,10,26,True,False,False,True
82819916,Training,10,34,False,True,False,True
83302e8f,Training,8,13,True,False,True,True
833966f4,Training,6,34,True,True,False,True
833dafe3,Training,6,9,True,False,True,True
834ec97d,Training,8,4,False,True,False,True
83b6b474,Training,6,14,True,False,False,True
83eb0a57,Training,8,148,True,False,False,True
8403a5d5,Training,8,15,True,False,False,True
84551f4c,Training,10,26,True,True,False,True
845d6e51,Training,8,16,False,False,True,True
846bdb03,Training,10,4,False,True,False,True
84ba50d3,Training,8,49,True,False,False,True
84db8fc4,Training,10,11,False,False,True,True
84f2aca1,Training,10,1,False,False,True,True
855e0971,Training,10,93,True,False,True,True
8597cfd7,Training,10,25,True,False,False,True
85b81ff1,Training,10,100,True,False,True,True
85c4e7cd,Training,10,40,True,False,False,True
85fa5666,Training,10,7,False,False,True,True
8618d23e,Training,8,9,True,False,False,True
868de0fa,Training,12,7,False,False,True,True
8719f442,Training,8,12,True,False,True,True
8731374e,Training,8,20,True,False,True,True
878187ab,Training,6,79,True,False,True,True
87ab05b8,Training,8,19,True,False,False,True
880c1354,Training,8,12,True,False,False,True
88207623,Training,6,0,False,False,False,False
8886d717,Training,8,14,True,False,False,True
88a10436,Training,8,2,False,False,True,True
88a62173,Training,8,22,True,False,True,True
890034e9,Training,8,24,False,False,True,True
891232d6,Training,10,0,False,False,False,False
896d5239,Training,8,18,False,False,True,True
8a004b2b,Training,8,0,False,False,False,False
8a371977,Training,8,148,True,False,True,True
8a6d367c,Training,8,80,True,False,True,True
8abad3cf,Training,6,20,True,False,True,True
8b28cd80,Training,14,33,True,False,True,True
8ba14f53,Training,14,34,True,True,True,True
8be77c9e,Training,8,8,True,False,True,True
8cb8642d,Training,8,0,False,False,False,False
8d5021e8,Training,8,24,True,False,True,True
8d510a79,Training,6,8,True,True,False,True
8dab14c2,Training,16,100,True,False,False,True
8dae5dfc,Training,10,0,False,False,False,False
8e1813be,Training,8,32,True,False,False,True
8e2edd66,Training,8,9,True,False,True,True
8e301a54,Training,8,80,True,False,False,True
8e5a5113,Training,8,36,True,False,True,True
8eb1be9a,Training,6,26,True,False,True,True
8ee62060,Training,8,12,False,False,True,True
8efcae92,Training,8,23,True,False,False,True
8f2ea7aa,Training,8,4,False,False,True,True
8fbca751,Training,8,13,False,False,True,True
8fff9e47,Training,6,10,True,False,True,True
902510d5,Training,10,5,False,True,True,True
90347967,Training,8,0,False,False,False,False
90c28cc7,Training,8,1,True,False,False,True
90f3ed37,Training,8,11,True,True,True,True
9110e3c5,Training,18,23,True,True,True,True
913fb3ed,Training,10,0,False,False,False,False
91413438,Training,10,9,True,False,True,True
91714a58,Training,8,1,False,False,True,True
9172f3a0,Training,6,8,False,False,True,True
917bccba,Training,8,4,False,False,True,True
928ad970,Training,8,0,False,False,False,False
92e50de0,Training,8,105,True,False,True,True
9344f635,Training,8,38,True,False,True,True
9356391f,Training,6,8,True,False,True,True
93b4f4b3,Training,6,28,True,False,True,True
93b581b8,Training,8,8,False,False,True,True
93c31fbe,Training,8,0,False,False,False,False
94133066,Training,8,22,True,True,False,True
941d9a10,Training,8,58,True,False,True,True
94414823,Training,8,0,False,False,False,False
9473c6fb,Training,8,41,True,False,True,True
94be5b80,Training,6,0,False,False,False,False
94f9d214,Training,10,15,True,False,True,True
952a094c,Training,8,0,False,False,False,False
9565186b,Training,10,21,True,False,False,True
95755ff2,Training,8,8,False,False,True,True
95990924,Training,8,0,False,False,False,False
95a58926,Training,8,14,True,False,True,True
963c33f8,Training,8,49,True,False,False,True
963e52fc,Training,8,4,False,True,True,True
963f59bc,Training,10,0,False,False,False,False
96a8c0cd,Training,10,6,False,True,True,True
9720b24f,Training,10,8,True,False,True,True
97239e3d,Training,8,4,False,False,True,True
973e499e,Training,10,22,True,False,True,True
9772c176,Training,6,0,False,False,False,False
97999447,Training,8,6,False,True,False,True
97a05b5b,Training,8,33,True,False,False,True
97c75046,Training,8,60,True,False,False,True
981add89,Training,6,45,True,False,False,True
9841fdad,Training,6,30,True,False,False,True
984d8a3e,Training,6,30,True,False,True,True
985ae207,Training,8,50,True,False,False,True
98c475bf,Training,10,20,True,False,False,True
98cf29f8,Training,8,0,False,False,False,False
992798f6,Training,10,0,False,False,False,False
99306f82,Training,8,0,False,False,False,False
995c5fa3,Training,10,70,True,False,True,True
9968a131,Training,6,24,True,False,True,True
996ec1f3,Training,8,16,True,True,False,True
99b1bc43,Training,10,25,True,False,True,True
99caaf76,Training,8,48,True,False,True,True
99fa7670,Training,10,0,False,False,False,False
9a4bb226,Training,8,4,True,False,False,True
9aec4887,Training,8,0,False,False,False,False
9af7a82c,Training,10,12,True,False,False,True
9b2a60aa,Training,8,8,False,True,False,True
9b30e358,Training,6,29,True,False,False,True
9b365c51,Training,8,20,True,False,True,True
9b4c17c4,Training,12,73,True,False,False,True
9b5080bb,Training,8,18,True,False,False,True
9ba4a9aa,Training,8,64,True,False,False,True
9bebae7a,Training,12,2,True,False,True,True
9c1e755f,Training,10,0,False,False,False,False
9c56f360,Training,8,8,False,False,True,True
9caba7c3,Training,8,14,False,False,True,True
9caf5b84,Training,10,7,False,False,True,True
9d9215db,Training,8,58,False,True,False,True
9ddd00f0,Training,6,17,False,False,True,True
9def23fe,Training,8,25,True,False,True,True
9dfd6313,Training,8,8,False,False,True,True
9edfc990,Training,8,5,False,False,True,True
9f236235,Training,8,36,True,False,True,True
9f27f097,Training,8,70,True,False,False,True
9f41bd9c,Training,6,53,True,False,False,True
9f5f939b,Training,8,48,True,False,False,True
9f669b64,Training,8,56,True,False,False,True
9f8de559,Training,10,7,True,False,False,True
a04b2602,Training,8,0,False,False,False,False
a096bf4d,Training,8,0,False,False,False,False
a09f6c25,Training,10,72,True,False,False,True
a1570a43,Training,10,1,False,False,True,True
a1aa0c1e,Training,8,31,True,False,True,True
a2d730bd,Training,8,123,True,False,False,True
a2fd1cf0,Training,8,0,False,False,False,False
a3325580,Training,14,24,True,False,True,True
a3f84088,Training,10,8,True,False,False,True
a406ac07,Training,8,7,False,False,True,True
a416b8f3,Training,8,10,False,False,True,True
a416fc5b,Training,8,60,True,False,False,True
a48eeaf7,Training,6,0,False,False,False,False
a5313dff,Training,8,8,True,False,True,True
a57f2f04,Training,8,134,True,False,True,True
a59b95c0,Training,12,12,True,False,False,True
a5f85a15,Training,8,8,False,False,True,True
a61ba2ce,Training,6,0,False,False,False,False
a61f2674,Training,6,2,True,False,False,True
a644e277,Training,6,15,True,False,False,True
a64e4611,Training,8,48,True,False,True,True
a65b410d,Training,8,0,False,False,False,False
a680ac02,Training,8,30,True,False,True,True
a68b268e,Training,14,46,True,False,True,True
a6953f00,Training,8,2,False,False,True,True
a699fb00,Training,8,12,False,True,False,True
a740d043,Training,8,38,True,False,True,True
a78176bb,Training,8,14,False,False,True,True
a79310a0,Training,8,0,False,False,False,False
a834deea,Training,8,47,True,False,True,True
a85d4709,Training,10,23,True,False,True,True
a8610ef7,Training,10,12,True,False,True,True
a87f7484,Training,10,37,True,False,True,True
a8c38be5,Training,6,12,True,False,False,True
a8d7556c,Training,8,9,False,False,True,True
a934301b,Training,8,0,False,False,False,False
a9f96cdd,Training,10,10,False,True,False,True
