task_id,split,pair_idx,shape_idx,area,bbox_height,bbox_width,bbox_area,density,eccentricity,dist_to_center,is_touching_border,relative_area,color_in,num_shapes_in_grid,grid_width,grid_height,changed
776ffc46,test,0,7,13,7,7,49,0.2653061224489796,1.0,7.234246299831601,1,0.0325,5,11,20,20,0
776ffc46,test,0,8,24,7,7,49,0.4897959183673469,1.0,8.514693182963201,1,0.06,5,11,20,20,0
776ffc46,test,0,9,12,4,4,16,0.75,1.0,9.899494936611665,0,0.03,2,11,20,20,0
776ffc46,test,0,10,5,3,3,9,0.5555555555555556,1.0,8.514693182963201,0,0.0125,2,11,20,20,0
7d1f7ee8,train,2,0,46,10,15,150,0.30666666666666664,1.5,0.5,0,0.21296296296296297,1,4,18,12,0
7d1f7ee8,train,2,1,24,6,8,48,0.5,1.3333333333333333,1.0,0,0.1111111111111111,2,4,18,12,1
7d1f7ee8,train,2,2,4,2,2,4,1.0,1.0,5.385164807134504,0,0.018518518518518517,3,4,18,12,1
7d1f7ee8,train,2,3,4,2,2,4,1.0,1.0,2.0,0,0.018518518518518517,8,4,18,12,1
817e6c09,train,2,0,4,2,2,4,1.0,1.0,2.5495097567963922,1,0.0380952380952381,2,7,15,7,0
817e6c09,train,2,1,4,2,2,4,1.0,1.0,6.670832032063167,1,0.0380952380952381,2,7,15,7,1
817e6c09,train,2,2,4,2,2,4,1.0,1.0,4.527692569068709,0,0.0380952380952381,2,7,15,7,0
817e6c09,train,2,3,4,2,2,4,1.0,1.0,1.5811388300841898,0,0.0380952380952381,2,7,15,7,1
817e6c09,train,2,4,4,2,2,4,1.0,1.0,2.1213203435596424,0,0.0380952380952381,2,7,15,7,1
817e6c09,train,2,5,4,2,2,4,1.0,1.0,6.96419413859206,1,0.0380952380952381,2,7,15,7,1
817e6c09,train,2,6,4,2,2,4,1.0,1.0,5.1478150704935,1,0.0380952380952381,2,7,15,7,0
817e6c09,train,3,0,4,2,2,4,1.0,1.0,2.1213203435596424,1,0.11428571428571428,2,2,5,7,0
817e6c09,train,3,1,4,2,2,4,1.0,1.0,2.1213203435596424,1,0.11428571428571428,2,2,5,7,1
845d6e51,train,1,0,4,2,3,6,0.6666666666666666,1.5,9.370832406995657,1,0.015625,2,11,16,16,0
845d6e51,train,1,1,3,2,2,4,0.75,1.0,7.8351061823621055,1,0.01171875,1,11,16,16,0
845d6e51,train,1,2,11,4,8,32,0.34375,2.0,5.8933356394047065,1,0.04296875,5,11,16,16,0
845d6e51,train,1,3,4,2,3,6,0.6666666666666666,1.5,7.163274390947201,0,0.015625,3,11,16,16,1
845d6e51,train,1,4,3,2,2,4,0.75,1.0,6.637435917246626,0,0.01171875,3,11,16,16,1
845d6e51,train,1,5,4,3,2,6,0.6666666666666666,1.5,5.771698190307598,0,0.015625,3,11,16,16,1
845d6e51,train,1,6,3,2,2,4,0.75,1.0,1.1785113019775795,0,0.01171875,3,11,16,16,1
845d6e51,train,1,7,4,2,3,6,0.6666666666666666,1.5,4.7762432936357,0,0.015625,3,11,16,16,1
845d6e51,train,1,8,3,2,2,4,0.75,1.0,6.381396573025549,0,0.01171875,3,11,16,16,1
845d6e51,train,1,9,4,3,2,6,0.6666666666666666,1.5,6.619101147436863,1,0.015625,3,11,16,16,1
845d6e51,train,1,10,3,2,2,4,0.75,1.0,8.045012257431447,0,0.01171875,3,11,16,16,1
85c4e7cd,train,1,0,20,6,6,36,0.5555555555555556,1.0,0.0,1,0.5555555555555556,2,2,6,6,1
85c4e7cd,train,1,1,4,2,2,4,1.0,1.0,0.0,0,0.1111111111111111,6,2,6,6,1
b230c067,train,0,0,8,3,4,12,0.6666666666666666,1.3333333333333333,4.451123453691214,1,0.08,8,3,10,10,1
b230c067,train,0,1,9,3,5,15,0.6,1.6666666666666667,2.056306169257972,0,0.09,8,3,10,10,1
b230c067,train,0,2,9,3,5,15,0.6,1.6666666666666667,2.49567527169069,0,0.09,8,3,10,10,1
b230c067,train,1,0,8,3,3,9,0.8888888888888888,1.0,4.301162633521313,1,0.08,8,3,10,10,1
b230c067,train,1,1,10,3,4,12,0.8333333333333334,1.3333333333333333,2.5,0,0.1,8,3,10,10,1
b230c067,train,1,2,10,3,4,12,0.8333333333333334,1.3333333333333333,4.031128874149275,1,0.1,8,3,10,10,1
b230c067,train,2,0,5,2,3,6,0.8333333333333334,1.5,3.9824615503479754,0,0.05,8,3,10,10,1
b230c067,train,2,1,4,2,2,4,1.0,1.0,4.123105625617661,1,0.04,8,3,10,10,1
b230c067,train,2,2,5,2,3,6,0.8333333333333334,1.5,1.9646882704388504,0,0.05,8,3,10,10,1
b230c067,test,0,0,7,4,3,12,0.5833333333333334,1.3333333333333333,3.3089242348287056,0,0.07,8,3,10,10,1
b230c067,test,0,1,9,4,4,16,0.5625,1.0,3.3747427885527643,1,0.09,8,3,10,10,1
b230c067,test,0,2,9,4,4,16,0.5625,1.0,3.171049598406742,1,0.09,8,3,10,10,1
bd14c3bf,train,0,0,7,3,3,9,0.7777777777777778,1.0,10.606601717798213,1,0.021604938271604937,2,8,18,18,0
bd14c3bf,train,0,1,7,3,3,9,0.7777777777777778,1.0,9.300537618869138,1,0.021604938271604937,1,8,18,18,1
bd14c3bf,train,0,2,11,3,5,15,0.7333333333333333,1.6666666666666667,4.743416490252569,0,0.033950617283950615,1,8,18,18,1
bd14c3bf,train,0,3,8,3,4,12,0.6666666666666666,1.3333333333333333,4.38926246651986,0,0.024691358024691357,1,8,18,18,0
bd14c3bf,train,0,4,16,4,7,28,0.5714285714285714,1.75,5.5901699437494745,1,0.04938271604938271,1,8,18,18,1
bd14c3bf,train,0,5,8,3,4,12,0.6666666666666666,1.3333333333333333,4.924428900898052,0,0.024691358024691357,1,8,18,18,1
bd14c3bf,train,0,6,11,5,4,20,0.55,1.25,9.2568937902856,1,0.033950617283950615,1,8,18,18,0
bd14c3bf,train,0,7,7,3,3,9,0.7777777777777778,1.0,8.406144497099872,0,0.021604938271604937,1,8,18,18,0
bd14c3bf,train,1,0,7,3,3,9,0.7777777777777778,1.0,8.586890815513554,1,0.03111111111111111,2,7,15,15,0
bd14c3bf,train,1,1,9,4,3,12,0.75,1.3333333333333333,5.0771820705759385,0,0.04,1,7,15,15,1
bd14c3bf,train,1,2,9,4,3,12,0.75,1.3333333333333333,7.533464436748413,1,0.04,1,7,15,15,0
bd14c3bf,train,1,3,7,3,3,9,0.7777777777777778,1.0,5.072937401304201,0,0.03111111111111111,1,7,15,15,1
bd14c3bf,train,1,4,9,4,3,12,0.75,1.3333333333333333,1.143958904554111,0,0.04,1,7,15,15,0
bd14c3bf,train,1,5,10,4,4,16,0.625,1.0,5.412023651093924,0,0.044444444444444446,1,7,15,15,1
bd14c3bf,train,1,6,10,3,4,12,0.8333333333333334,1.3333333333333333,7.4404300950953095,1,0.044444444444444446,1,7,15,15,0
bd14c3bf,train,2,0,8,3,3,9,0.8888888888888888,1.0,10.606601717798213,1,0.024691358024691357,2,9,18,18,0
bd14c3bf,train,2,1,7,3,3,9,0.7777777777777778,1.0,9.300537618869138,1,0.021604938271604937,1,9,18,18,0
bd14c3bf,train,2,2,10,4,3,12,0.8333333333333334,1.3333333333333333,4.031128874149275,0,0.030864197530864196,1,9,18,18,1
bd14c3bf,train,2,3,7,3,3,9,0.7777777777777778,1.0,6.399138972692868,0,0.021604938271604937,1,9,18,18,0
bd14c3bf,train,2,4,10,3,4,12,0.8333333333333334,1.3333333333333333,6.020797289396148,0,0.030864197530864196,1,9,18,18,1
bd14c3bf,train,2,5,5,2,3,6,0.8333333333333334,1.5,1.0295630140987002,0,0.015432098765432098,1,9,18,18,0
bd14c3bf,train,2,6,8,3,3,9,0.8888888888888888,1.0,6.670832032063167,0,0.024691358024691357,1,9,18,18,1
bd14c3bf,train,2,7,12,4,4,16,0.75,1.0,6.708203932499369,0,0.037037037037037035,1,9,18,18,1
bd14c3bf,train,2,8,10,4,4,16,0.625,1.0,7.523961722390672,1,0.030864197530864196,1,9,18,18,0
bd14c3bf,test,0,0,13,3,5,15,0.8666666666666667,1.6666666666666667,10.63014581273465,1,0.036011080332409975,2,9,19,19,0
bd14c3bf,test,0,1,8,3,3,9,0.8888888888888888,1.0,7.0,0,0.0221606648199446,1,9,19,19,0
bd14c3bf,test,0,2,9,4,3,12,0.75,1.3333333333333333,9.514770843143353,0,0.024930747922437674,1,9,19,19,0
bd14c3bf,test,0,3,10,4,4,16,0.625,1.0,6.685057965343308,0,0.027700831024930747,1,9,19,19,0
bd14c3bf,test,0,4,13,5,3,15,0.8666666666666667,1.6666666666666667,1.0,0,0.036011080332409975,1,9,19,19,1
bd14c3bf,test,0,5,9,3,4,12,0.75,1.3333333333333333,4.772607021092117,0,0.024930747922437674,1,9,19,19,0
bd14c3bf,test,0,6,10,4,3,12,0.8333333333333334,1.3333333333333333,5.5,0,0.027700831024930747,1,9,19,19,0
