task_id,split,type,pair_index,in_height,in_width,in_area,in_elongation,in_entropy,in_color_diversity,in_bg_ratio,in_comp_count,in_mean_comp_size,in_max_comp_size,in_mean_comp_elong,in_max_comp_elong,in_transition_density,out_height,out_width,out_area,out_elongation,out_entropy,out_color_diversity,out_bg_ratio,out_comp_count,out_mean_comp_size,out_max_comp_size,out_mean_comp_elong,out_max_comp_elong,out_transition_density,delta_area,delta_comp_count,delta_entropy,delta_color_diversity
0e206a2e,train,train,2,16,14,224,1.1428571428571428,0.41983968423787515,4,0.9419642857142857,7,1.8571428571428572,7.0,1.1428571428571428,2.0,0.09808612440191387,16,14,224,1.1428571428571428,0.3237592990922082,4,0.9553571428571429,4,2.5,7.0,1.25,2.0,0.06937799043062201,0,-3,-0.09608038514566697,0
0e206a2e,train,test,0,24,19,456,1.263157894736842,0.4030189488067691,4,0.9451754385964912,14,1.7857142857142858,9.0,1.0416666666666667,1.3333333333333333,0.09090909090909091,24,19,456,1.263157894736842,0.30822638585861073,4,0.9583333333333334,8,2.375,9.0,1.0729166666666665,1.3333333333333333,0.06329113924050633,0,-6,-0.09479256294815835,0
10fcaaa3,train,train,0,2,4,8,2.0,0.5435644431995964,1,0.875,1,1.0,1.0,1.0,1.0,0.3,4,8,32,2.0,1.2987949406953985,2,0.625,12,1.0,1.0,1.0,1.0,0.7692307692307693,24,11,0.7552304974958021,1
10fcaaa3,train,train,1,3,4,12,1.3333333333333333,0.6500224216483541,1,0.8333333333333334,2,1.0,1.0,1.0,1.0,0.35294117647058826,6,8,48,1.3333333333333333,1.4833557549816874,2,0.4166666666666667,7,4.0,20.0,1.1428571428571428,2.0,0.7073170731707317,36,5,0.8333333333333333,1
10fcaaa3,train,train,2,5,3,15,1.6666666666666667,0.5665095065529053,1,0.8666666666666667,2,1.0,1.0,1.0,1.0,0.2727272727272727,10,6,60,1.6666666666666667,1.4294732983598406,2,0.4666666666666667,14,2.2857142857142856,7.0,1.7142857142857142,6.0,0.8076923076923077,45,12,0.8629637918069353,1
10fcaaa3,train,train,3,4,4,16,1.0,0.3372900666170139,1,0.9375,1,1.0,1.0,1.0,1.0,0.16666666666666666,8,8,64,1.0,1.1216407621868583,2,0.6875,20,1.0,1.0,1.0,1.0,0.6428571428571429,48,19,0.7843506955698444,1
10fcaaa3,train,test,0,6,5,30,1.2,0.4689955935892812,1,0.9,3,1.0,1.0,1.0,1.0,0.20408163265306123,12,10,120,1.2,1.295461844238322,2,0.6,26,1.8461538461538463,6.0,1.6730769230769231,5.0,0.5963302752293578,90,23,0.8264662506490407,1
11852cab,train,train,0,10,10,100,1.0,0.6211884030780174,3,0.9,10,1.0,1.0,1.0,1.0,0.2222222222222222,10,10,100,1.0,0.7623989436419629,3,0.87,13,1.0,1.0,1.0,1.0,0.28888888888888886,0,3,0.14121054056394555,0
11852cab,train,train,1,10,10,100,1.0,0.6050919983336494,3,0.9,6,1.6666666666666667,5.0,1.0,1.0,0.2222222222222222,10,10,100,1.0,0.7623989436419629,3,0.87,9,1.4444444444444444,5.0,1.0,1.0,0.28888888888888886,0,3,0.15730694530831357,0
11852cab,train,train,2,10,10,100,1.0,0.5611884030780174,3,0.9,10,1.0,1.0,1.0,1.0,0.2222222222222222,10,10,100,1.0,0.718495348386331,3,0.87,13,1.0,1.0,1.0,1.0,0.28888888888888886,0,3,0.15730694530831357,0
11852cab,train,test,0,10,10,100,1.0,0.6050919983336494,3,0.9,10,1.0,1.0,1.0,1.0,0.2222222222222222,10,10,100,1.0,0.762398943641963,3,0.87,13,1.0,1.0,1.0,1.0,0.28888888888888886,0,3,0.15730694530831368,0
1190e5a7,train,train,0,15,15,225,1.0,0.8165187119538281,2,0.0,9,25.0,96.0,4.611111111111111,12.0,0.2571428571428571,2,4,8,2.0,-0.0,1,0.0,1,8.0,8.0,2.0,2.0,0.0,-217,-8,-0.8165187119538281,-1
1190e5a7,train,train,1,11,11,121,1.0,0.8209552679220007,2,0.0,7,17.285714285714285,31.0,2.3976190476190475,6.0,0.2636363636363636,3,2,6,1.5,-0.0,1,0.0,1,6.0,6.0,1.5,1.5,0.0,-115,-6,-0.8209552679220007,-1
1190e5a7,train,train,2,27,27,729,1.0,0.8883821010655533,2,0.0,31,23.516129032258064,223.0,3.7661290322580645,14.0,0.28917378917378916,6,5,30,1.2,-0.0,1,0.0,1,30.0,30.0,1.2,1.2,0.0,-699,-30,-0.8883821010655533,-1
1190e5a7,train,test,0,22,22,484,1.0,0.8209552679220007,2,0.0,16,30.25,124.0,2.96875,7.5,0.2510822510822511,5,3,15,1.6666666666666667,-0.0,1,0.0,1,15.0,15.0,1.6666666666666667,1.6666666666666667,0.0,-469,-15,-0.8209552679220007,-1
137eaa0f,train,train,0,11,11,121,1.0,0.5289571317157918,4,0.9256198347107438,6,1.5,2.0,1.5,2.0,0.12272727272727273,3,3,9,1.0,2.2810361125534238,4,0.2222222222222222,4,1.75,2.0,1.75,2.0,0.75,-112,-2,1.752078980837632,0
137eaa0f,train,train,1,11,11,121,1.0,0.6834336595651033,5,0.9008264462809917,9,1.3333333333333333,3.0,1.3333333333333333,3.0,0.17272727272727273,3,3,9,1.0,2.197159723424149,5,0.0,6,1.5,3.0,1.5,3.0,0.75,-112,-3,1.5137260638590457,0
137eaa0f,train,train,2,11,11,121,1.0,0.574318310256506,4,0.9173553719008265,6,1.6666666666666667,3.0,1.4166666666666667,2.0,0.1318181818181818,3,3,9,1.0,2.197159723424149,4,0.1111111111111111,4,2.0,3.0,1.625,2.0,0.75,-112,-2,1.622841413167643,0
137eaa0f,train,test,0,11,11,121,1.0,0.6834336595651033,5,0.9008264462809917,9,1.3333333333333333,3.0,1.1666666666666667,2.0,0.16818181818181818,3,3,9,1.0,2.197159723424149,5,0.0,6,1.5,3.0,1.25,2.0,0.8333333333333334,-112,-3,1.5137260638590457,0
150deff5,train,train,0,9,11,99,1.2222222222222223,0.7455178428108284,1,0.7878787878787878,1,21.0,21.0,1.0,1.0,0.16853932584269662,9,11,99,1.2222222222222223,0.9545056292423364,2,0.7878787878787878,3,7.0,12.0,1.7333333333333334,3.0,0.21348314606741572,0,2,0.20898778643150795,1
