task_id,subset,role,index,height,width,total_cells,unique_colors,has_divider,divider_type,orientation,color,contrast,occupancy,is_symmetric,edge_ratio,colors
03560426,Training,test_output,0,10,10,100,5,False,0,none,-1,0.0,0.0,False,0.0,
045e512c,Training,train_input,0,21,21,441,4,False,0,none,-1,0.0,0.0,False,0.0,
045e512c,Training,train_output,0,21,21,441,4,False,0,none,-1,0.0,0.0,False,0.0,
045e512c,Training,train_input,1,21,21,441,4,False,0,none,-1,0.0,0.0,False,0.0,
045e512c,Training,train_output,1,21,21,441,4,False,0,none,-1,0.0,0.0,False,0.0,
045e512c,Training,train_input,2,21,21,441,4,False,0,none,-1,0.0,0.0,False,0.0,
045e512c,Training,train_output,2,21,21,441,4,True,3,non-straight,1,1.0,0.9070294784580499,False,0.5,[1]
045e512c,Training,test_input,0,21,21,441,5,True,2,vertical,-1,1.0,4.761904761904762,True,0.09523809523809523,"[2, 4]"
045e512c,Training,test_output,0,21,21,441,5,False,0,none,-1,0.0,0.0,False,0.0,
0520fde7,Training,train_input,0,3,7,21,3,True,1,vertical,5,1.0,14.285714285714285,True,0.6666666666666666,[5]
0520fde7,Training,train_input,0,3,7,21,3,True,1,vertical,1,0.6666666666666666,14.285714285714285,False,0.6666666666666666,[1]
0520fde7,Training,train_input,0,3,7,21,3,True,3,non-straight,1,1.0,23.809523809523807,True,0.8,[1]
0520fde7,Training,train_input,0,3,7,21,3,True,3,non-straight,1,1.0,23.809523809523807,True,0.6,[1]
0520fde7,Training,train_output,0,3,3,9,2,True,3,non-straight,2,1.0,33.33333333333333,True,1.0,[2]
0520fde7,Training,train_input,1,3,7,21,3,True,1,vertical,5,1.0,14.285714285714285,True,0.6666666666666666,[5]
0520fde7,Training,train_input,1,3,7,21,3,True,3,non-straight,1,1.0,14.285714285714285,True,0.6666666666666666,[1]
0520fde7,Training,train_input,1,3,7,21,3,True,3,non-straight,1,1.0,19.047619047619047,False,0.5,[1]
0520fde7,Training,train_output,1,3,3,9,2,False,0,none,-1,0.0,0.0,False,0.0,
0520fde7,Training,train_input,2,3,7,21,3,True,1,vertical,5,1.0,14.285714285714285,True,0.6666666666666666,[5]
0520fde7,Training,train_input,2,3,7,21,3,True,3,non-straight,1,1.0,23.809523809523807,False,0.8,[1]
0520fde7,Training,train_output,2,3,3,9,2,False,0,none,-1,0.0,0.0,False,0.0,
0520fde7,Training,test_input,0,3,7,21,3,True,1,vertical,5,1.0,14.285714285714285,True,0.6666666666666666,[5]
0520fde7,Training,test_input,0,3,7,21,3,True,3,non-straight,1,1.0,23.809523809523807,True,0.8,[1]
0520fde7,Training,test_input,0,3,7,21,3,True,3,non-straight,1,1.0,23.809523809523807,False,0.8,[1]
0520fde7,Training,test_output,0,3,3,9,2,False,0,none,-1,0.0,0.0,False,0.0,
05269061,Training,train_input,0,7,7,49,4,True,3,non-straight,1,1.0,10.204081632653061,False,0.4,[1]
05269061,Training,train_input,0,7,7,49,4,True,3,non-straight,2,1.0,8.16326530612245,False,0.5,[2]
05269061,Training,train_input,0,7,7,49,4,True,3,non-straight,4,1.0,6.122448979591836,False,0.6666666666666666,[4]
05269061,Training,train_output,0,7,7,49,3,False,0,none,-1,0.0,0.0,False,0.0,
05269061,Training,train_input,1,7,7,49,4,False,0,none,-1,0.0,0.0,False,0.0,
05269061,Training,train_output,1,7,7,49,3,False,0,none,-1,0.0,0.0,False,0.0,
05269061,Training,train_input,2,7,7,49,4,True,3,non-straight,3,1.0,12.244897959183673,False,0.3333333333333333,[3]
05269061,Training,train_input,2,7,7,49,4,True,3,non-straight,4,1.0,8.16326530612245,False,0.5,[4]
05269061,Training,train_input,2,7,7,49,4,True,3,non-straight,8,1.0,10.204081632653061,False,0.4,[8]
05269061,Training,train_output,2,7,7,49,3,False,0,none,-1,0.0,0.0,False,0.0,
05269061,Training,test_input,0,7,7,49,4,True,3,non-straight,1,1.0,4.081632653061225,False,1.0,[1]
05269061,Training,test_input,0,7,7,49,4,True,3,non-straight,2,1.0,14.285714285714285,False,0.2857142857142857,[2]
05269061,Training,test_input,0,7,7,49,4,True,3,non-straight,4,1.0,4.081632653061225,False,1.0,[4]
05269061,Training,test_output,0,7,7,49,3,False,0,none,-1,0.0,0.0,False,0.0,
05a7bcf2,Training,train_input,0,30,30,900,4,True,1,vertical,8,1.0,3.3333333333333335,False,0.06666666666666667,[8]
05a7bcf2,Training,train_input,0,30,30,900,4,True,1,vertical,2,0.7,3.3333333333333335,False,0.06666666666666667,[2]
05a7bcf2,Training,train_input,0,30,30,900,4,True,3,non-straight,2,1.0,6.222222222222222,False,0.03571428571428571,[2]
05a7bcf2,Training,train_output,0,30,30,900,5,True,1,vertical,8,0.8666666666666667,3.3333333333333335,False,0.06666666666666667,[8]
05a7bcf2,Training,train_output,0,30,30,900,5,True,3,non-straight,8,1.0,19.22222222222222,False,0.011560693641618497,[8]
05a7bcf2,Training,train_input,1,30,30,900,4,True,1,horizontal,8,1.0,3.3333333333333335,False,0.06666666666666667,[8]
05a7bcf2,Training,train_input,1,30,30,900,4,True,1,horizontal,2,0.7833333333333333,3.3333333333333335,False,0.06666666666666667,[2]
05a7bcf2,Training,train_input,1,30,30,900,4,True,3,non-straight,2,1.0,5.111111111111112,False,0.06521739130434782,[2]
05a7bcf2,Training,train_output,1,30,30,900,5,True,1,horizontal,8,0.8333333333333334,3.3333333333333335,False,0.06666666666666667,[8]
05a7bcf2,Training,train_output,1,30,30,900,5,True,3,non-straight,8,1.0,22.444444444444443,False,0.009900990099009901,[8]
05a7bcf2,Training,train_input,2,30,30,900,4,True,1,horizontal,8,1.0,3.3333333333333335,False,0.06666666666666667,[8]
05a7bcf2,Training,train_input,2,30,30,900,4,True,1,horizontal,2,0.7,3.3333333333333335,False,0.06666666666666667,[2]
05a7bcf2,Training,train_input,2,30,30,900,4,True,3,non-straight,2,1.0,6.222222222222222,False,0.03571428571428571,[2]
05a7bcf2,Training,train_output,2,30,30,900,5,True,1,horizontal,8,0.8166666666666667,3.3333333333333335,False,0.06666666666666667,[8]
05a7bcf2,Training,train_output,2,30,30,900,5,True,3,non-straight,8,1.0,24.88888888888889,False,0.008928571428571428,[8]
05a7bcf2,Training,test_input,0,30,30,900,4,True,1,vertical,2,0.6166666666666667,3.3333333333333335,False,0.06666666666666667,[2]
05a7bcf2,Training,test_input,0,30,30,900,4,True,1,vertical,8,1.0,3.3333333333333335,False,0.06666666666666667,[8]
05a7bcf2,Training,test_input,0,30,30,900,4,True,3,non-straight,2,1.0,8.11111111111111,False,0.0273972602739726,[2]
05a7bcf2,Training,test_output,0,30,30,900,5,True,1,vertical,8,0.75,3.3333333333333335,False,0.06666666666666667,[8]
05a7bcf2,Training,test_output,0,30,30,900,5,True,3,non-straight,8,1.0,30.555555555555557,False,0.007272727272727273,[8]
05f2a901,Training,train_input,0,9,10,90,3,False,0,none,-1,0.0,0.0,False,0.0,
05f2a901,Training,train_output,0,9,10,90,3,False,0,none,-1,0.0,0.0,False,0.0,
05f2a901,Training,train_input,1,14,9,126,3,False,0,none,-1,0.0,0.0,False,0.0,
05f2a901,Training,train_output,1,14,9,126,3,False,0,none,-1,0.0,0.0,False,0.0,
05f2a901,Training,train_input,2,11,10,110,3,False,0,none,-1,0.0,0.0,False,0.0,
05f2a901,Training,train_output,2,11,10,110,3,False,0,none,-1,0.0,0.0,False,0.0,
05f2a901,Training,test_input,0,11,10,110,3,False,0,none,-1,0.0,0.0,False,0.0,
05f2a901,Training,test_output,0,11,10,110,3,False,0,none,-1,0.0,0.0,False,0.0,
0607ce86,Training,train_input,0,21,22,462,5,False,0,none,-1,0.0,0.0,False,0.0,
0607ce86,Training,train_output,0,21,22,462,5,False,0,none,-1,0.0,0.0,False,0.0,
0607ce86,Training,train_input,1,23,22,506,4,False,0,none,-1,0.0,0.0,False,0.0,
0607ce86,Training,train_output,1,23,22,506,4,False,0,none,-1,0.0,0.0,False,0.0,
0607ce86,Training,train_input,2,22,22,484,4,False,0,none,-1,0.0,0.0,False,0.0,
0607ce86,Training,train_output,2,22,22,484,4,False,0,none,-1,0.0,0.0,False,0.0,
0607ce86,Training,test_input,0,24,22,528,4,True,3,non-straight,3,1.0,2.840909090909091,False,0.2,[3]
0607ce86,Training,test_output,0,24,22,528,4,False,0,none,-1,0.0,0.0,False,0.0,
0692e18c,Training,train_input,0,3,3,9,2,True,3,non-straight,6,1.0,33.33333333333333,False,0.6666666666666666,[6]
0692e18c,Training,train_output,0,9,9,81,2,True,3,non-straight,6,1.0,7.4074074074074066,False,0.6666666666666666,[6]
0692e18c,Training,train_output,0,9,9,81,2,True,3,non-straight,6,1.0,7.4074074074074066,False,0.6666666666666666,[6]
0692e18c,Training,train_input,1,3,3,9,2,True,1,horizontal,7,0.6666666666666666,33.33333333333333,True,0.6666666666666666,[7]
0692e18c,Training,train_input,1,3,3,9,2,True,1,vertical,7,0.6666666666666666,33.33333333333333,True,0.6666666666666666,[7]
0692e18c,Training,train_input,1,3,3,9,2,True,3,non-straight,7,1.0,55.55555555555556,True,0.8,[7]
0692e18c,Training,train_output,1,9,9,81,2,False,0,none,-1,0.0,0.0,False,0.0,
0692e18c,Training,train_input,2,3,3,9,2,True,3,non-straight,4,1.0,44.44444444444444,False,1.0,[4]
0692e18c,Training,train_output,2,9,9,81,2,True,3,non-straight,4,1.0,12.345679012345679,False,0.4,[4]
0692e18c,Training,train_output,2,9,9,81,2,True,3,non-straight,4,1.0,12.345679012345679,False,0.4,[4]
0692e18c,Training,test_input,0,3,3,9,2,True,3,non-straight,3,1.0,44.44444444444444,False,0.75,[3]
0692e18c,Training,test_output,0,9,9,81,2,True,3,non-straight,3,1.0,4.938271604938271,False,1.0,[3]
0692e18c,Training,test_output,0,9,9,81,2,True,3,non-straight,3,1.0,16.049382716049383,False,0.15384615384615385,[3]
06df4c85,Training,train_input,0,23,23,529,6,True,1,horizontal,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_input,0,23,23,529,6,True,1,horizontal,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_input,0,23,23,529,6,True,1,horizontal,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_input,0,23,23,529,6,True,1,horizontal,1,0.6956521739130435,4.3478260869565215,True,0.08695652173913043,[1]
06df4c85,Training,train_input,0,23,23,529,6,True,1,horizontal,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_input,0,23,23,529,6,True,1,horizontal,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_input,0,23,23,529,6,True,1,horizontal,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_input,0,23,23,529,6,True,1,vertical,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_input,0,23,23,529,6,True,1,vertical,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_input,0,23,23,529,6,True,1,vertical,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_input,0,23,23,529,6,True,1,vertical,1,0.6956521739130435,4.3478260869565215,True,0.08695652173913043,[1]
06df4c85,Training,train_input,0,23,23,529,6,True,1,vertical,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_input,0,23,23,529,6,True,1,vertical,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_input,0,23,23,529,6,True,1,vertical,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_input,0,23,23,529,6,True,3,non-straight,1,1.0,51.60680529300568,True,0.10256410256410256,[1]
06df4c85,Training,train_output,0,23,23,529,6,True,1,horizontal,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_output,0,23,23,529,6,True,1,horizontal,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_output,0,23,23,529,6,True,1,horizontal,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_output,0,23,23,529,6,True,1,horizontal,1,0.6956521739130435,4.3478260869565215,True,0.08695652173913043,[1]
06df4c85,Training,train_output,0,23,23,529,6,True,1,horizontal,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_output,0,23,23,529,6,True,1,horizontal,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_output,0,23,23,529,6,True,1,horizontal,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_output,0,23,23,529,6,True,1,vertical,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_output,0,23,23,529,6,True,1,vertical,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_output,0,23,23,529,6,True,1,vertical,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_output,0,23,23,529,6,True,1,vertical,1,0.6956521739130435,4.3478260869565215,True,0.08695652173913043,[1]
06df4c85,Training,train_output,0,23,23,529,6,True,1,vertical,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_output,0,23,23,529,6,True,1,vertical,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_output,0,23,23,529,6,True,1,vertical,1,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[1]
06df4c85,Training,train_output,0,23,23,529,6,True,3,non-straight,1,1.0,51.60680529300568,True,0.10256410256410256,[1]
06df4c85,Training,train_input,1,20,20,400,5,True,1,horizontal,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_input,1,20,20,400,5,True,1,horizontal,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_input,1,20,20,400,5,True,1,horizontal,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_input,1,20,20,400,5,True,1,horizontal,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_input,1,20,20,400,5,True,1,horizontal,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_input,1,20,20,400,5,True,1,horizontal,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_input,1,20,20,400,5,True,1,vertical,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_input,1,20,20,400,5,True,1,vertical,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_input,1,20,20,400,5,True,1,vertical,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_input,1,20,20,400,5,True,1,vertical,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_input,1,20,20,400,5,True,1,vertical,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_input,1,20,20,400,5,True,1,vertical,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_input,1,20,20,400,5,True,3,non-straight,8,1.0,51.0,True,0.11764705882352941,[8]
06df4c85,Training,train_output,1,20,20,400,5,True,1,horizontal,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_output,1,20,20,400,5,True,1,horizontal,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_output,1,20,20,400,5,True,1,horizontal,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_output,1,20,20,400,5,True,1,horizontal,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_output,1,20,20,400,5,True,1,horizontal,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_output,1,20,20,400,5,True,1,horizontal,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_output,1,20,20,400,5,True,1,vertical,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_output,1,20,20,400,5,True,1,vertical,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_output,1,20,20,400,5,True,1,vertical,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_output,1,20,20,400,5,True,1,vertical,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_output,1,20,20,400,5,True,1,vertical,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_output,1,20,20,400,5,True,1,vertical,8,0.7,5.0,False,0.1,[8]
06df4c85,Training,train_output,1,20,20,400,5,True,3,non-straight,8,1.0,51.0,True,0.11764705882352941,[8]
06df4c85,Training,train_input,2,23,23,529,4,True,1,horizontal,4,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[4]
06df4c85,Training,train_input,2,23,23,529,4,True,1,horizontal,4,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[4]
06df4c85,Training,train_input,2,23,23,529,4,True,1,horizontal,4,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[4]
06df4c85,Training,train_input,2,23,23,529,4,True,1,horizontal,4,0.6956521739130435,4.3478260869565215,True,0.08695652173913043,[4]
06df4c85,Training,train_input,2,23,23,529,4,True,1,horizontal,4,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[4]
06df4c85,Training,train_input,2,23,23,529,4,True,1,horizontal,4,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[4]
06df4c85,Training,train_input,2,23,23,529,4,True,1,horizontal,4,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[4]
06df4c85,Training,train_input,2,23,23,529,4,True,1,vertical,4,0.6956521739130435,4.3478260869565215,False,0.08695652173913043,[4]
